sample_id,pack,class_type,variant,gt_track,gt_artist,final_rank,fused_rank,ndcg@20,best_branch_rank,best_branch,n_branch_pools,gt_release_date_masked,gt_hard_dropped,union@20,union@50,union@100,union@200,union@1000,final@20,final@50,final@100,final@200,final@1000
4a02d862-623b-4fab-a42c-2905f31a96db::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Dreams - 2004 Remaster,Fleetwood Mac,3,3,0.5,1,lookup.era_popularity,28,False,False,True,True,True,True,True,True,True,True,True,True
5b44bff3-76ed-495e-9dc1-0f075e3d178b::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Dreams - 2004 Remaster,Fleetwood Mac,11,11,0.27894294565112987,1,lookup.era_popularity,24,False,False,True,True,True,True,True,True,True,True,True,True
a61b366c-8cf5-48ad-a13f-181c033b9d89::t2,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Pumped Up Kicks,Foster The People,4,2,0.43067655807339306,1,state_feature_selector.dense.attributes,26,False,False,True,True,True,True,True,True,True,True,True,True
55388720-92b7-4972-9bb2-beb37c33c86b::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Ivy,Frank Ocean,4,5,0.43067655807339306,1,bm25,29,False,False,True,True,True,True,True,True,True,True,True,True
13552d56-f3d8-443a-9272-11ec16c80fa1::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Congratulations,"Quavo, Post Malone",909,909,0.0,38,state_feature_selector.lexical,16,False,False,False,True,True,True,True,False,False,False,False,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t3,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,DARE,Gorillaz,10,10,0.2890648263178879,1,state_feature_selector.lexical,28,False,False,True,True,True,True,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Even Flow,Pearl Jam,1,1,1.0,1,bm25,22,False,False,True,True,True,True,True,True,True,True,True,True
a9b423bf-d05c-418d-98af-2a3b1e1d7917::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,It Was A Good Day,Ice Cube,2,1,0.6309297535714575,1,lookup.resolved_artist_discography,31,False,False,True,True,True,True,True,True,True,True,True,True
5080d5a0-336e-4bd1-b5bc-4cc611983429::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector_family,Rock with You - Single Version,Michael Jackson,1,1,1.0,1,bm25,23,False,False,True,True,True,True,True,True,True,True,True,True
0b9d547f-e748-464a-90e2-2199149f915c::t6,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,Give It To Me Baby,Rick James,183,367,0.0,68,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,24,False,False,False,False,True,True,True,False,False,False,True,True
e66c6a88-88ba-4117-9114-363bfa96294a::t7,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,Test Drive,John Powell,269,262,0.0,23,centroid.anchor_tracks.audio_laion_clap,23,False,False,False,True,True,True,True,False,False,False,False,True
0858f444-c9af-4f08-a9fc-2a731a24182b::t5,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,Armature,Emptyset,53,53,0.0,12,dense.clap_text.sonic.audio_laion_clap,23,False,False,True,True,True,True,True,False,False,True,True,True
41367174-552b-4117-9caa-d0ba1b307d37::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,Mercy,Muse,,,0.0,61,analysis.era_tag_popularity,24,False,False,False,False,True,True,True,False,False,False,False,False
10a15ba2-4126-4ae4-ac6c-dc170735ae9e::t7,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,I Can't Go to Sleep,Wu-Tang Clan,762,762,0.0,23,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,25,False,False,False,True,True,True,True,False,False,False,False,True
9b9b7c6b-b376-4d6b-8716-aa7cf0127322::t4,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,The Carbon Stampede,Cattle Decapitation,241,281,0.0,76,centroid.anchor_tracks.cf_bpr,23,False,False,False,False,True,True,True,False,False,False,False,True
5f29a9df-ad38-4349-a2f0-c9a690ea072d::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,Shaft,Kashmere Stage Band,,,0.0,50,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,21,False,False,False,True,True,True,True,False,False,False,False,False
78cdaccb-0f9b-4876-80b1-c20bf0b444e6::t8,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,In the Shadows,The Rasmus,,,0.0,266,analysis.artist_tag_neighbor_popularity,23,False,False,False,False,False,False,True,False,False,False,False,False
88af7ec3-c368-421b-9512-d0180da3d1f6::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,I Believe in a Thing Called Love,The Darkness,,,0.0,,,22,False,False,False,False,False,False,False,False,False,False,False,False
d9a65836-7165-45bf-aa3e-3ef7ba5d073a::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4,Move Along,The All-American Rejects,353,710,0.0,39,analysis.artist_neighbor_scene_v2,24,False,False,False,True,True,True,True,False,False,False,False,True
c7a965c3-cd7f-46f6-b166-9dce9a800e0a::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,S&M,Rihanna,141,141,0.0,30,analysis.tag_popularity_alias,23,False,False,False,True,True,True,True,False,False,False,True,True
88beb200-0334-4aba-be15-8e1303725766::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,Used To,"Lil Wayne, Drake",,,0.0,14,analysis.same_album_fanout,21,False,False,True,True,True,True,True,False,False,False,False,False
daeef24e-b041-4140-9101-882820c63408::t7,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,The Analog Kid,Rush,395,395,0.0,72,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,20,False,False,False,False,True,True,True,False,False,False,False,True
8dc4c630-8369-4720-b379-2a7dcd8d34aa::t7,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,Transcentience,Animals As Leaders,,,0.0,102,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,23,False,False,False,False,False,True,True,False,False,False,False,False
380a5ed5-3eb9-4201-8fa6-81381a583bf5::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,God Hates a Coward,Tomahawk,252,261,0.0,3,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,23,False,False,True,True,True,True,True,False,False,False,False,True
5f085552-b56b-440e-830b-b4e40b58f854::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,Redneck Yacht Club,Craig Morgan,43,78,0.0,1,analysis.scene_era_tag_popularity_v2,24,False,False,True,True,True,True,True,False,True,True,True,True
d6e50fb5-a135-4008-80b6-d0be434369ac::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,Volare (Nel Blu Di Pinto Di Blu) - 1998 - Remastered,Dean Martin,33,45,0.0,4,analysis.era_tag_popularity,24,False,False,True,True,True,True,True,False,True,True,True,True
38d8ba41-a4ea-48ea-b460-bd93d164302a::t4,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,Woo Hah!! Got You All In Check,Busta Rhymes,183,226,0.0,18,centroid.anchor_tracks.audio_laion_clap,24,False,False,True,True,True,True,True,False,False,False,True,True
8bcb7d16-9be0-40cc-9a9d-28b654997b8d::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,Exit Theme (feat. Astronautalis & Lotte Kestner),"Astronautalis, Sadistik, Lotte Kestner",9,8,0.3010299956639812,1,centroid.anchor_tracks.audio_laion_clap,24,False,False,True,True,True,True,True,True,True,True,True,True
cdd374ea-1ad9-4440-8c2d-4c76c5fb3f78::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4,Gib ihn einfach (Dies das 2),Ghanaian Stallion,,,0.0,101,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,23,False,False,False,False,False,True,True,False,False,False,False,False
a930da0d-07f1-46c6-909d-e4fd95ae1148::t6,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Without You,Christina Aguilera,,,0.0,1,analysis.scene_era_tag_popularity_v2,23,False,False,True,True,True,True,True,False,False,False,False,False
5ee0dbbc-c1d1-4bed-ba09-7dafeec198bc::t8,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,267,267,0.0,22,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,21,False,False,False,True,True,True,True,False,False,False,False,True
4e2482dc-a76c-4f4b-9d3f-7becec2f8a3a::t4,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Goodbye Pork Pie Hat,Charles Mingus,362,347,0.0,12,analysis.scene_era_tag_popularity_v2,23,False,False,True,True,True,True,True,False,False,False,False,True
5861afef-85c0-4163-b8b9-5a11e308f352::t4,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Carmesí,Vicente Garcia,162,177,0.0,65,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,23,False,False,False,False,True,True,True,False,False,False,True,True
15b1caf3-d1ed-46ef-a8e3-c9f7657e6b77::t6,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Hong Kong 2046,Hong Kong Express,,,0.0,335,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,23,False,False,False,False,False,False,True,False,False,False,False,False
907921a3-d08f-4ba1-8cce-0e760a9e7044::t7,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Sunrise - Slow Hands Remix,Kasper Bjørke,,,0.0,281,centroid.anchor_tracks.cf_bpr,24,False,False,False,False,False,False,True,False,False,False,False,False
ab5eac17-909e-4271-8cf9-40c06b27ee56::t2,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Sparks,Hilary Duff,195,393,0.0,2,analysis.query_text_tag_popularity,21,False,False,True,True,True,True,True,False,False,False,True,True
324ddfb5-8a18-4729-9acb-c851907a297c::t3,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Acknowledge,Masta Ace,376,526,0.0,149,analysis.artist_neighbor_scene_v2,24,False,False,False,False,False,True,True,False,False,False,False,True
b466a64b-b3cc-4c62-8a70-8261434f915f::t2,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Two To Make It Right,Seduction,411,664,0.0,6,analysis.scene_era_tag_popularity_v2,24,False,False,True,True,True,True,True,False,False,False,False,True
ba68a3cc-5278-4680-917a-4ca66d33ef31::t5,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4,Buttons,The Pussycat Dolls,205,289,0.0,44,analysis.artist_tag_neighbor_popularity,24,False,False,False,True,True,True,True,False,False,False,False,True
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Love Train,The O'Jays,426,577,0.0,4,analysis.artist_tag_neighbor_popularity,24,False,False,True,True,True,True,True,False,False,False,False,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Leraine,Kettel,24,41,0.0,7,dense.clap_text.sonic_nl_enriched.audio_laion_clap,24,False,False,True,True,True,True,True,False,True,True,True,True
67b9ba8a-382f-4b70-af76-576848d8cf67::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Gangsta Gangsta,N.W.A.,,,0.0,21,analysis.artist_neighbor_scene_v2,25,False,False,False,True,True,True,True,False,False,False,False,False
9468e467-d396-461b-be29-b30b6cf87c35::t5,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Midnight,A Tribe Called Quest,,,0.0,179,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,24,False,False,False,False,False,True,True,False,False,False,False,False
e978bb5b-26af-4c7d-b720-b9210bdddf25::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Dear Yvette,"Jane Doe, Masta Ace",,,0.0,4,analysis.same_album_fanout,22,False,True,True,True,True,True,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t3,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Conquest of Paradise,Vangelis,,,0.0,12,analysis.tag_popularity_alias,24,False,False,True,True,True,True,True,False,False,False,False,False
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Thriller,Fall Out Boy,,,0.0,23,analysis.scene_era_tag_popularity_v2,26,False,False,False,True,True,True,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Breath and Life,Audiomachine,376,244,0.0,27,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,21,False,False,False,True,True,True,True,False,False,False,False,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t4,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,I Juswanna Chill,Large Professor,804,497,0.0,228,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,24,False,False,False,False,False,False,True,False,False,False,False,True
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4,Constant Craving - Remastered,k.d. lang,934,501,0.0,5,analysis.artist_tag_neighbor_popularity,25,False,False,True,True,True,True,True,False,False,False,False,True
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Pilot,"Benjamin Wallfisch, Hans Zimmer",68,5,0.0,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,23,False,False,True,True,True,True,True,False,False,True,True,True
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Nordlys,Myrkur,5,3,0.38685280723454163,2,dense.siglip2_text.visual.image_siglip2,23,False,False,True,True,True,True,True,True,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",,,0.0,6,centroid.anchor_tracks.cf_bpr,24,False,True,True,True,True,True,True,False,False,False,False,False
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Soil,System Of A Down,,,0.0,9,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,23,False,True,True,True,True,True,True,False,False,False,False,False
d265b5a9-af57-4070-90f5-692a960c5aaa::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Motherboard,Daft Punk,,,0.0,123,analysis.query_text_tag_popularity,21,False,True,False,False,False,True,True,False,False,False,False,False
3a4224d3-1e5b-4bb9-a424-886d5c45d5d3::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Brain Relaxation Sky,Sample Rain Library,15,10,0.25,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,24,False,False,True,True,True,True,True,True,True,True,True,True
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Go Go Gadget Flow,Lupe Fiasco,,,0.0,18,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,21,False,True,True,True,True,True,True,False,False,False,False,False
08bea603-846a-428b-aa27-de4dfede7ba9::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Silhouette,Julia Holter,,,0.0,,,20,False,True,False,False,False,False,False,False,False,False,False,False
0fc60312-9a9d-4658-a950-06fc2441a2ac::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,Music Will Untune the Sky,Have A Nice Life,,,0.0,807,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,20,False,False,False,False,False,False,True,False,False,False,False,False
3ebc2b49-0f5c-4161-bbcf-e1615821103f::t2,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4,The Animus 2.0,Jesper Kyd,6,5,0.3562071871080222,3,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,23,False,False,True,True,True,True,True,True,True,True,True,True
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,White Ferrari,Frank Ocean,6,6,0.3562071871080222,1,dense.siglip2_text.visual.image_siglip2,24,False,False,True,True,True,True,True,True,True,True,True,True
f4115525-7e44-40df-8957-e38df99f214d::t4,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,Young And Beautiful,Lana Del Rey,19,19,0.23137821315975915,1,lookup.resolved_artist_discography,24,False,False,True,True,True,True,True,True,True,True,True,True
eee89ca2-fc86-4a9a-b4c5-2d77cb3346c8::t7,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones,73,73,0.0,3,centroid.anchor_tracks.cf_bpr,23,False,False,True,True,True,True,True,False,False,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,0.0,1,centroid.anchor_tracks.cf_bpr,23,False,True,True,True,True,True,True,False,False,False,False,False
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,Crawling,Linkin Park,,,0.0,8,analysis.query_text_tag_popularity,24,False,True,True,True,True,True,True,False,False,False,False,False
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,Smells Like Teen Spirit,Nirvana,946,946,0.0,213,bm25,20,False,False,False,False,False,False,True,False,False,False,False,True
7d2bb60e-1046-4956-91d0-cf1dd73037cc::t3,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,Hung Up,Madonna,1,1,1.0,1,lookup.resolved_artist_discography,24,False,False,True,True,True,True,True,True,True,True,True,True
1b406c88-9dfd-42cd-a1f5-9683f35f849b::t1,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,93 'Til Infinity,Souls Of Mischief,15,7,0.25,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,24,False,False,True,True,True,True,True,True,True,True,True,True
7be411cd-f002-459e-8326-3ebe8be10b42::t6,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,Army Dreamers,Kate Bush,,,0.0,118,analysis.era_tag_popularity,21,False,True,False,False,False,True,True,False,False,False,False,False
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4,En el 2000,Natalia Lafourcade,32,32,0.0,1,bm25,22,False,False,True,True,True,True,True,False,True,True,True,True
84803908-48e7-41b7-9269-a465a44f4c10::t2,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Runaway,"Pusha T, Kanye West",25,15,0.0,1,centroid.anchor_tracks.image_siglip2,23,False,False,True,True,True,True,True,False,True,True,True,True
6d825b33-dc20-4b3c-a277-0c8214163007::t6,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",,,0.0,2,analysis.same_album_fanout,24,True,False,True,True,True,True,True,False,False,False,False,False
942c0b23-c5ad-4270-b23f-3ba456ea0ccf::t5,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Alive,Pearl Jam,2,2,0.6309297535714575,1,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,24,False,False,True,True,True,True,True,True,True,True,True,True
19c7e5bf-0797-40c5-b798-4d024af9558d::t4,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Satisfied,"Original Broadway Cast of Hamilton, Renée Elise Goldsberry",24,24,0.0,2,centroid.anchor_tracks.image_siglip2,23,False,False,True,True,True,True,True,False,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",27,27,0.0,1,centroid.anchor_tracks.image_siglip2,24,False,False,True,True,True,True,True,False,True,True,True,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,YAH.,Kendrick Lamar,16,16,0.24465054211822604,10,analysis.same_album_fanout,24,False,False,True,True,True,True,True,True,True,True,True,True
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Stay Down,Brent Faiyaz,1,1,1.0,1,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,23,False,False,True,True,True,True,True,True,True,True,True,True
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Cinderella (feat. Ty Dolla $ign),Mac Miller,7,8,0.3333333333333333,2,analysis.same_album_fanout,24,False,False,True,True,True,True,True,True,True,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Sentimento Louco - Ao Vivo,Marília Mendonça,47,1,0.0,4,analysis.same_album_fanout,24,False,False,True,True,True,True,True,False,True,True,True,True
e6ba98e1-9bee-4cc9-a6b7-0a8dcd767a1f::t7,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4,Boom,P.O.D.,52,68,0.0,3,centroid.anchor_tracks.image_siglip2,25,False,False,True,True,True,True,True,False,False,True,True,True
ad5348a7-d3bc-4882-bfca-54aa655eac96::t5,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,Glitter,"Tyler, The Creator",,,0.0,79,analysis.tag_popularity_alias,21,False,False,False,False,True,True,True,False,False,False,False,False
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,Las Almas Del Silencio,Ricky Martin,207,499,0.0,169,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,21,False,False,False,False,False,True,True,False,False,False,False,True
464477e4-f186-47fb-8cb0-55691c8b8f57::t6,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,Where Eagles Dare,"Glenn Danzig, Misfits",659,539,0.0,30,centroid.anchor_tracks.image_siglip2,24,False,False,False,True,True,True,True,False,False,False,False,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t5,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,You Know What I Mean,Cults,405,669,0.0,25,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,24,False,False,False,True,True,True,True,False,False,False,False,True
a2cface7-c4fc-4eb5-80b2-e0c516093732::t3,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,The City Is At War,Cobra Starship,126,248,0.0,11,centroid.anchor_tracks.cf_bpr,23,False,False,True,True,True,True,True,False,False,False,True,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,40,40,0.0,1,dense.siglip2_text.visual.image_siglip2,20,False,False,True,True,True,True,True,False,True,True,True,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,Do Everything,Steven Curtis Chapman,98,111,0.0,4,analysis.scene_era_tag_popularity_v2,21,False,False,True,True,True,True,True,False,False,True,True,True
5a0dfe9d-ec8a-4449-97df-35535cbf162f::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,A New World,Harry Gregson-Williams,245,227,0.0,60,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,20,False,False,False,False,True,True,True,False,False,False,False,True
1c567917-f931-4609-9695-a9c0f8e39f3d::t2,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,Arregaçada / U Can't Touch This,Banda Uó,171,182,0.0,35,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,23,False,False,False,True,True,True,True,False,False,False,True,True
54cda581-3b2e-4245-a479-1a27589760d2::t3,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4,Deliberation - Studio,Katatonia,664,,0.0,46,analysis.artist_neighbor_scene_v2,24,False,False,False,True,True,True,True,False,False,False,False,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Yellow,Coldplay,145,280,0.0,1,lookup.era_popularity,22,False,False,True,True,True,True,True,False,False,False,True,True
a62ed6fc-e634-4d57-afab-36d9ffc0fcc1::t1,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Iris,The Goo Goo Dolls,147,406,0.0,2,lookup.era_popularity,21,False,False,True,True,True,True,True,False,False,False,True,True
be88097f-b6b0-4fb4-bed9-857a92a733c0::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Dreams - 2004 Remaster,Fleetwood Mac,361,636,0.0,1,lookup.era_popularity,24,False,False,True,True,True,True,True,False,False,False,False,True
2eb984dc-9c71-449a-a335-caaa113d2c2b::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Tennessee Whiskey,Chris Stapleton,18,14,0.23540891336663824,2,centroid.anchor_tracks.image_siglip2,24,False,False,True,True,True,True,True,True,True,True,True,True
43a0926b-882e-403d-8cf7-2b0a598e0cc5::t2,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Devil In A New Dress,"Rick Ross, Kanye West",14,12,0.2559580248098155,1,centroid.anchor_tracks.cf_bpr,23,False,False,True,True,True,True,True,True,True,True,True,True
401c369d-1eba-41b2-8eca-d93a6faeeddc::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Walk,Pantera,1,1,1.0,1,analysis.artist_tag_neighbor_popularity,24,False,False,True,True,True,True,True,True,True,True,True,True
2db3ddc8-78a1-412c-a71e-e0d748aab0e7::t2,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Old Time Rock & Roll,Bob Seger,1,1,1.0,2,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,25,False,False,True,True,True,True,True,True,True,True,True,True
b4ffa800-8173-4f16-800a-4b5e765d7f80::t4,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,And I Love Her - Remastered,The Beatles,,,0.0,1,dense.siglip2_text.visual.image_siglip2,20,False,True,True,True,True,True,True,False,False,False,False,False
66ff896f-fcbc-4c42-9d69-b0b5b5ae5a56::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Hungry Heart,Bruce Springsteen,11,17,0.27894294565112987,2,analysis.artist_neighbor_scene_v2,24,False,False,True,True,True,True,True,True,True,True,True,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t1,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4,Electric Relaxation,A Tribe Called Quest,63,31,0.0,1,centroid.anchor_tracks.cf_bpr,24,False,False,True,True,True,True,True,False,False,True,True,True
